ECO_ID,ECO_NAME,REALM,BIOME,Latitude,Longitude,Elevation,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,tl01,tl02,tl03,tl04,tl05,tl06,tl07,tl08,tl09,tl10,tl11,tl12
10114,Norfolk Island subtropical forests,AA,1,-29.01411,167.9703,113,22,22.5,21.9,20.4,18.7,17.1,16.2,15.9,16.7,17.8,19.1,20.8,83.3,85.9,87.8,117.9,114,131.3,125.6,101.9,97.5,74.8,89,96.7,19.3,19.9,19.3,17.9,16.4,14.8,13.8,13.4,14.1,15.1,16.4,18.1
