StationID,ECO_ID,ECO_NAME
USH00423611,"51304",Colorado Plateau shrublands
USH00424508,"51304",Colorado Plateau shrublands
USH00425477,"51304",Colorado Plateau shrublands
USH00425733,"51304",Colorado Plateau shrublands
USH00426601,"51304",Colorado Plateau shrublands
USH00427516,"51304",Colorado Plateau shrublands
USH00428705,"51304",Colorado Plateau shrublands
USH00429111,"51304",Colorado Plateau shrublands
USH00429717,"51304",Colorado Plateau shrublands
USH00040693,"51202",California interior chaparral and woodlands
USH00042728,"51202",California interior chaparral and woodlands
USH00043875,"51202",California interior chaparral and woodlands
USH00044890,"51202",California interior chaparral and woodlands
USH00044997,"51202",California interior chaparral and woodlands
USH00046074,"51202",California interior chaparral and woodlands
USH00046730,"51202",California interior chaparral and woodlands
USH00046826,"51202",California interior chaparral and woodlands
USH00047851,"51202",California interior chaparral and woodlands
USH00047916,"51202",California interior chaparral and woodlands
USH00047965,"51202",California interior chaparral and woodlands
USH00048839,"51202",California interior chaparral and woodlands
USH00049122,"51202",California interior chaparral and woodlands
USH00041715,"50801",California Central Valley grasslands
USH00042294,"50801",California Central Valley grasslands
USH00043257,"50801",California Central Valley grasslands
USH00043747,"50801",California Central Valley grasslands
USH00045032,"50801",California Central Valley grasslands
USH00045385,"50801",California Central Valley grasslands
USH00045532,"50801",California Central Valley grasslands
USH00046506,"50801",California Central Valley grasslands
USH00047304,"50801",California Central Valley grasslands
USH00049200,"50801",California Central Valley grasslands
USH00049452,"50801",California Central Valley grasslands
USH00049699,"50801",California Central Valley grasslands
USH00284229,"50504",Atlantic coastal pine barrens
USH00288816,"50504",Atlantic coastal pine barrens
USH00015749,"50404",Central U.S. hardwood forests
USH00032356,"50404",Central U.S. hardwood forests
USH00032444,"50404",Central U.S. hardwood forests
USH00032930,"50404",Central U.S. hardwood forests
USH00034572,"50404",Central U.S. hardwood forests
USH00110187,"50404",Central U.S. hardwood forests
USH00112483,"50404",Central U.S. hardwood forests
USH00113879,"50404",Central U.S. hardwood forests
USH00115515,"50404",Central U.S. hardwood forests
USH00116558,"50404",Central U.S. hardwood forests
USH00118147,"50404",Central U.S. hardwood forests
USH00120784,"50404",Central U.S. hardwood forests
USH00121030,"50404",Central U.S. hardwood forests
USH00125237,"50404",Central U.S. hardwood forests
USH00126001,"50404",Central U.S. hardwood forests
USH00126580,"50404",Central U.S. hardwood forests
USH00126705,"50404",Central U.S. hardwood forests
USH00127125,"50404",Central U.S. hardwood forests
USH00127522,"50404",Central U.S. hardwood forests
USH00127755,"50404",Central U.S. hardwood forests
USH00128036,"50404",Central U.S. hardwood forests
USH00129080,"50404",Central U.S. hardwood forests
USH00129113,"50404",Central U.S. hardwood forests
